	15510*29031.743*1
799	14560*51940*001|14873*43506*001|15088*59073*001|15139*65613*001|15179*67320*001
1088	14610*36000*001|14624*54000*001|14809*52720*001|14831*26709*001|14847*46326*001|14871*50550*001|14924*54978*001|14986*52142*001|14992*54978*001|15040*67452*001|15071*59073*001|15207*70232*001|15320*33579*001|15329*68859*001|15349*61403*001
1591	14718*51936*001|14797*63728*001|15218*61572*001
2094	14847*44817*001|15071*31652*001|15334*68859*001
2597	14960*43386*001|14979*66480*001|15329*59598*001|15345*30498*001|15364*59400*001|15369*61403*001
297	14431*48600*001|14479*33708*001|14721*41580*001|14740*43200*001|14930*67532*001|14977*29454*001|15038*32745*001|15316*64093*001|15325*32256*001|15343*71116*001
3100	15035*61962*001|15338*36225*001|15382*46800*001
3603	15152*42216*001|15203*71964*001|15275*63728*001|15328*37107*001
4106	15238*33000*001|15314*27405*001|15315*59157*001|15320*50337*001|15343*46392*001|15354*28800*001
4609	15342*56700*001
67	14360*72000*001|14559*72000*001|14708*65304*001|14711*63076*001|14713*54164*001|14726*43920*001|14908*40800*001|14950*34726*001|15041*65760*001|15042*29727*001|15206*71964*001|15231*40800*001|15273*55472*001
800	14561*65310*001|14620*46800*001|14635*39600*001|14664*40800*001|14913*46470*001|14988*71994*001|15000*37962*001|15046*51720*001|15190*39922*001|15331*44865*001|15391*32400*001
1089	14610*50400*001|14652*69534*001|14883*27150*001|14918*69760*001|14948*41654*001|14973*45984*001|15015*71977*001|15155*52851*001|15285*45252*001|15292*29656*001|15318*41517*001|15350*63000*001
1592	14718*54164*001|14848*43308*001|14903*33708*001|15325*64449*001|15348*43200*001
2095	14848*38781*001|14905*63486*001|14937*35835*001|14957*65902*001|14965*61572*001|14969*29530*001|15146*52851*001|15246*68100*001|15332*36666*001|15348*44100*001
2598	14960*49448*001|15054*50853*001|15072*35226*001|15283*65304*001|15328*61803*001|15342*67500*001|15370*47700*001
298	14431*56400*001|14494*30400*001|14591*31884*001|14725*43024*001|14731*50940*001|14814*69075*001|15031*70317*001|15054*31236*001|15211*55510*001|15236*70050*001|15324*64890*001
3101	15035*71988*001|15041*57960*001|15195*61572*001|15337*26082*001
3604	15152*46470*001|15228*63846*001
4107	15238*46650*001|15321*56227*001
4610	15342*64800*001
68	14361*40800*001|14611*36000*001|14859*42750*001|14946*38445*001|15077*53607*001|15186*46260*001|15315*38871*001
801	14561*71995*001|14602*71988*001|14610*64800*001|14670*48600*001|14727*36340*001|15023*43581*001|15069*28542*001|15342*57600*001
1090	14610*54000*001|14708*31884*001|14782*71988*001|14845*31236*001|14853*50853*001|14947*56376*001|14979*52720*001|15115*45252*001|15259*63728*001
1593	14718*58620*001|14963*38190*001|15211*36458*001|15250*69232*001|15285*65304*001|15360*29700*001
2096	14848*40290*001|14867*38850*001|14869*66150*001|14973*53778*001|14991*48592*001|15066*65760*001|15192*70250*001|15339*26964*001
2599	14960*50314*001|15220*53676*001|15337*48132*001
299	14431*64200*001|14492*51200*001|14591*71988*001|14616*50400*001|14657*32589*001|14853*58398*001|14995*51344*001|15086*31884*001|15333*53865*001|15350*58500*001
3102	15036*72000*001|15197*35592*001|15317*55629*001
3605	15152*57105*001|15204*26900*001|15276*38200*001|15306*29656*001|15360*43200*001
4108	15238*48600*001|15337*28728*001|15349*64935*001|15392*32400*001|15397*64800*001
4611	15343*26083*001
802	14562*38570*001|14648*66800*001|15040*71979*001|15339*45927*001
69	14361*56400*001|14397*43920*001|14406*53280*001|14767*29656*001|14769*51936*001|14840*29727*001|15047*34254*001|15072*26871*001|15133*29268*001|15311*60039*001
1091	14610*61200*001|14838*53871*001|14876*44700*001|14883*70050*001|14899*59232*001|14916*38568*001|14970*59840*001
1594	14718*60848*001|14880*56400*001|14951*28664*001|14995*43088*001|15005*69232*001|15205*27798*001|15216*48150*001|15341*64890*001|15384*50400*001
2097	14848*41799*001|14893*54978*001|14952*46850*001
2600	14960*64170*001|15334*46809*001
300	14432*53280*001|14461*54978*001|14515*72000*001|14563*71995*001|14654*33000*001|14835*61416*001|14845*47835*001|14910*54978*001|15070*56949*001|15166*31884*001|15312*64890*001|15323*26964*001|15336*36999*001
3103	15036*50160*001|15247*39438*001|15340*38430*001
3606	15152*65613*001|15264*41712*001|15265*64200*001|15312*51660*001|15315*37989*001|15345*36679*001
4109	15238*50550*001|15312*33579*001
4612	15343*27849*001
803	14562*51940*001|14665*62145*001|14786*49708*001|14853*26709*001|14966*68500*001|15035*40239*001|15072*66975*001|15169*41580*001
70	14361*72000*001|14403*40800*001|14552*31885*001|14733*57600*001|14824*44817*001|14830*44817*001|14870*37404*001|15085*46923*001|15202*60706*001
1092	14610*72000*001|14631*31884*001|14688*68646*001|14965*70232*001|14968*39056*001|15049*34254*001|15051*36120*001|15324*61803*001|15362*59400*001
1595	14718*63076*001|14858*53676*001|15084*44556*001|15152*63486*001|15175*43024*001|15295*57960*001
2098	14848*49344*001|14954*58974*001|14968*60706*001|14969*62438*001|15219*45118*001|15339*31374*001
2601	14961*26083*001|15367*52573*001
301	14432*72000*001|14560*45255*001|15247*55710*001|15317*57834*001
3104	15036*51720*001|15074*40239*001|15157*61359*001|15182*71988*001|15223*46650*001
3607	15153*49608*001|15321*38747*001
4110	15238*54450*001|15317*58716*001|15372*42300*001|15389*72000*001
4613	15343*33147*001
71	14362*48600*001|14635*32400*001|14686*50400*001|15088*63912*001|15096*70317*001|15322*49455*001|15324*30492*001
804	14562*58625*001|14759*54000*001|14858*51642*001|14947*44252*001|15006*66322*001|15064*53871*001|15221*62250*001|15325*58716*001|15351*64935*001
1093	14611*72000*001|14720*60848*001|14786*38568*001|15152*67740*001|15337*68418*001
1596	14718*65304*001|14937*48597*001|15293*57960*001|15321*71959*001|15326*39621*001|15340*36666*001
2099	14848*58398*001|14945*69760*001|15235*48600*001|15315*32256*001
2602	14961*29615*001|15092*63912*001|15218*35592*001|15299*29656*001
302	14433*33000*001|14503*46000*001|14592*68646*001|14646*35600*001|14951*65036*001|15185*56392*001|15329*36225*001|15334*38430*001|15360*26100*001
3105	15036*65760*001|15075*49395*001|15339*51660*001
3608	15153*59778*001|15185*34112*001|15202*46850*001|15254*56400*001
4111	15239*27234*001|15333*51219*001|15349*26966*001|15369*36679*001
4614	15343*38445*001
72	14362*72000*001|14628*28800*001|14661*46000*001|14739*65304*001|14800*44464*001|14840*67452*001|14845*68961*001|14962*41654*001
805	14562*65310*001|14695*41910*001|14751*48594*001|14751*55278*001|14770*59232*001|14834*44817*001|15204*31150*001|15230*39438*001|15248*33000*001
1094	14611*39600*001|14959*45118*001|15076*56949*001|15345*44626*001
1597	14719*39240*001|14871*68100*001|14981*40336*001|15025*31652*001|15053*40290*001|15334*49014*001
2100	14848*62925*001|14882*40800*001|14927*37962*001|14940*54164*001|15203*51180*001|15317*40194*001
2603	14961*30498*001|15077*55278*001|15206*55510*001|15238*40800*001|15327*47691*001|15371*46392*001
303	14433*40800*001|14508*66800*001|14805*33975*001|14874*52500*001|14945*56392*001|15011*44556*001|15084*60686*001|15125*64800*001|15364*72000*001|15371*59637*001|15395*35226*001
3106	15036*72000*001|15375*45252*001
3609	15153*65880*001|15252*43400*001|15295*34560*001|15357*71999*001
4112	15239*37404*001|15312*53424*001|15358*40500*001
4615	15343*43743*001
73	14363*40800*001|14795*52720*001|14819*55472*001|14950*36458*001|14976*33147*001|15075*33265*001|15132*50724*001|15155*69867*001|15208*41350*001|15334*69300*001
806	14563*31885*001|14593*61962*001|14704*51936*001|14798*38960*001|14948*46850*001|14982*63486*001|15018*39717*001|15034*55278*001|15199*33860*001|15200*35400*001|15221*56400*001|15360*41400*001
1095	14611*43200*001|14664*43400*001|14720*27428*001|14947*35592*001|14985*54096*001|15081*53607*001|15318*62685*001|15358*26100*001|15360*37800*001
1598	14719*46260*001|14831*62925*001|14861*44700*001|14949*52912*001|14960*47716*001|15046*70440*001|15197*52046*001|15338*55629*001
2101	14848*64434*001|15078*65304*001
2604	14961*35796*001|15063*46326*001|15117*71988*001|15153*69948*001|15347*29615*001
304	14433*48600*001|14471*50724*001|14669*43400*001|14789*54978*001|14974*46850*001|15065*40290*001|15180*40796*001
3107	15037*41799*001|15125*46800*001|15320*47691*001|15334*41517*001
3610	15154*31581*001|15193*36458*001|15321*41369*001|15327*67536*001
4113	15239*45540*001
4616	15343*49041*001
74	14363*56400*001|14495*40800*001|14532*60300*001|14739*41910*001|14871*31050*001|14881*29268*001|14964*55510*001|14966*27798*001|15083*36897*001|15209*65036*001|15257*69232*001|15312*39753*001|15328*60039*001
807	14563*38570*001|14642*33000*001|14649*52293*001|14955*39056*001|15052*68961*001|15192*33700*001|15352*38700*001
1096	14611*50400*001|14726*72000*001|14959*28664*001|15297*31884*001|15316*48798*001|15334*66654*001|15334*67977*001|15341*41517*001
1599	14719*50940*001|14833*53871*001|15189*49448*001|15194*26932*001|15338*68418*001
2102	14848*65943*001|15046*47040*001|15148*43506*001|15153*51642*001|15334*58275*001
2605	14961*36679*001|15314*45045*001
305	14433*56400*001|14470*34560*001|14483*54978*001|14619*64800*001|14868*40800*001|14918*34112*001|15388*51936*001
3108	15037*43308*001
3611	15154*35835*001|15258*33000*001|15299*56392*001|15333*32697*001
4114	15239*51642*001|15261*72000*001|15319*60039*001|15319*70623*001
4617	15343*52573*001
808	14563*58625*001|14586*68646*001|14660*30126*001|14885*54978*001|14909*54978*001|14951*59840*001|15058*44817*001|15068*41910*001|15297*38568*001|15321*59723*001
75	14363*72000*001|14513*51200*001|14598*31884*001|14707*29880*001|14816*63728*001|14868*66150*001|14942*65613*001|14965*53778*001|14990*39380*001|15017*26871*001|15078*48594*001|15079*46169*001|15204*33700*001|15204*66850*001|15209*49448*001|15272*33000*001|15312*54306*001|15316*42680*001
1097	14611*54000*001|14702*67320*001|14723*50940*001|14961*61403*001|14968*57242*001|15151*33708*001|15177*41580*001
1600	14719*55620*001|14842*40290*001|14974*67634*001|15010*51936*001|15118*31884*001|15348*42300*001
2103	14848*71979*001|14912*54978*001|15143*61812*001|15355*51690*001
2606	14961*41977*001|15111*28542*001|15205*26932*001|15356*33300*001
306	14433*72000*001|14458*67320*001|14477*71994*001|14668*44904*001|14749*64800*001|14850*55902*001|15319*26082*001|15330*29610*001
3109	15037*50853*001|15324*48573*001|15337*35343*001|15364*26100*001
3612	15154*48597*001|15338*69300*001
4115	15239*55710*001|15357*60520*001
4618	15343*57871*001
76	14364*40800*001|14445*34560*001|14505*35600*001|14778*37962*001|14922*48597*001|15033*70317*001|15054*65943*001|15224*33336*001
809	14564*31885*001|14784*38568*001|14921*61359*001|15007*37584*001|15219*26066*001
1098	14611*61200*001|15005*38960*001|15314*50337*001|15368*27000*001
1601	14719*72000*001|14832*31048*001|14840*32745*001|15026*61962*001|15156*50724*001|15331*28259*001|15339*41517*001
2104	14849*34254*001|15170*65304*001
2607	14961*42860*001|15058*40290*001|15221*46650*001
307	14434*34560*001|14639*39600*001|14845*32745*001|14848*50853*001|14961*41094*001|14964*52046*001|15197*37324*001|15198*39056*001|15316*52731*001|15340*67977*001
3110	15038*28218*001|15195*66768*001
3613	15154*52851*001|15186*60300*001|15190*31262*001|15225*48600*001
4116	15239*61812*001|15311*49896*001|15325*58275*001
4619	15343*64935*001
77	14364*56400*001|14888*63486*001|14925*49708*001|15172*55620*001
810	14564*38570*001|14844*50853*001|14849*47835*001|14952*71964*001|15189*47716*001
1099	14612*28800*001|14651*30400*001|14839*49344*001|14849*50853*001|14919*52851*001|14925*40796*001|15070*36897*001|15148*31302*001|15288*57960*001
1602	14720*29656*001|14775*47480*001|14889*54978*001|14956*48582*001|14963*33860*001|14980*29454*001
2105	14849*40290*001|15084*55847*001
2608	14961*45509*001|15046*72000*001|15126*68646*001|15168*58620*001|15174*46260*001|15385*28542*001
308	14434*53280*001|14482*72000*001|14727*34112*001|14946*56105*001|14977*46470*001|14985*71984*001|15136*46470*001|15332*42840*001
3111	15038*58398*001|15317*38430*001
3614	15154*63486*001|15292*49708*001|15328*51219*001
4117	15239*63846*001|15343*69350*001
4620	15344*28800*001
78	14364*72000*001|14372*40800*001|14397*53280*001|14495*61600*001|14601*51936*001|14963*71098*001|14968*41654*001|15043*58398*001|15089*45252*001|15325*67095*001|15339*33138*001
811	14564*45255*001|14780*67532*001|14975*44252*001|14981*37584*001|14984*49306*001|15074*45252*001|15191*65036*001|15216*56650*001|15334*33579*001
1100	14612*32400*001|14649*39978*001|14714*60300*001|14731*55620*001|15003*33456*001|15064*37272*001|15332*26964*001|15333*34020*001|15353*26083*001
1603	14720*49708*001|14824*31236*001|14867*29100*001|14934*69867*001|14946*64052*001|15196*52400*001|15213*26932*001|15213*71964*001|15236*34950*001|15321*44865*001
2106	14849*43308*001|14948*39056*001|14959*57242*001|14989*60976*001|15050*58398*001|15064*61416*001|15297*51936*001
2609	14961*50807*001|15217*42520*001|15256*38200*001|15262*36208*001|15339*70623*001|15341*61362*001|15350*38700*001
309	14435*33000*001|14630*64800*001|14643*43400*001|14704*60848*001|14764*71988*001|14964*48582*001|14970*45984*001|15055*61416*001|15318*68418*001|15323*27846*001
3112	15038*65943*001|15072*58620*001|15113*51936*001|15226*63846*001|15362*65700*001
3615	15155*67740*001
4118	15240*31050*001|15369*30498*001
4621	15344*33300*001
79	14365*48600*001|14420*56400*001|14461*29454*001|14461*59232*001|14594*41910*001|14644*49830*001|14759*39600*001|15159*45252*001|15182*63076*001|15318*49014*001
812	14564*51940*001|14659*56400*001|14783*34112*001|14801*55472*001|15088*65525*001|15141*63486*001|15164*36340*001|15328*48132*001|15328*64890*001
1101	14612*36000*001|14707*48600*001|14887*54978*001|14898*42216*001|15329*58275*001
1604	14720*69760*001|14844*31236*001|14881*49608*001|15076*51936*001|15219*34726*001|15313*54306*001|15332*39312*001
2107	14849*46326*001|14902*46470*001|14948*27798*001|15017*61962*001|15254*40800*001|15335*48573*001|15341*30933*001|15342*55800*001|15344*39600*001
2610	14961*71116*001
310	14435*40800*001|14824*56889*001|14960*52912*001|14987*37584*001|15308*29656*001
3113	15039*40290*001|15351*26966*001
3616	15156*33708*001|15311*38430*001|15330*56070*001
4119	15240*54450*001|15320*69741*001
4622	15344*41400*001
80	14365*72000*001|14383*40800*001|14483*42216*001|14723*27540*001|14755*45252*001|14948*40788*001|14967*67634*001|15319*49896*001|15328*50778*001
813	14564*58625*001|14748*31884*001|14768*60848*001|14850*45668*001|15023*38568*001|15040*50853*001|15051*67320*001|15271*60976*001
1102	14612*46800*001|14810*52720*001|14970*32128*001|15157*67740*001|15290*40796*001|15315*54306*001|15325*45045*001|15325*62244*001
1605	14721*34560*001|14734*38568*001|14763*31884*001|14938*54164*001|14957*71964*001|15182*51936*001|15281*29880*001|15348*72000*001|15372*30600*001|15387*61200*001
2108	14849*49344*001|14857*64200*001|15141*27327*001|15192*71950*001|15278*66800*001|15312*32256*001|15340*49014*001|15358*60300*001
2611	14962*28664*001|15064*38781*001|15199*41654*001
311	14435*48600*001|14500*56400*001|14645*53800*001|14844*71979*001|14965*45118*001|15200*60900*001|15209*50314*001|15312*51219*001|15336*61034*001
3114	15039*52362*001
3617	15157*37962*001|15162*32220*001|15361*56105*001|15367*26966*001|15370*49500*001
4120	15241*47574*001|15338*31815*001
4623	15344*43200*001
81	14366*72000*001|14432*43920*001|14500*61600*001|14672*28542*001|14734*55278*001|14814*45675*001|14846*36896*001|14852*50853*001|14974*71964*001|15066*53280*001|15087*30213*001|15297*34112*001|15344*54900*001
814	14564*65310*001|14617*32400*001|14631*68646*001|14674*50400*001|14849*31236*001|14870*31302*001|14908*68100*001|14953*46850*001|15096*41910*001|15130*40089*001|15289*64980*001|15329*41517*001|15367*31381*001
1103	14612*50400*001|14826*44817*001|14846*66136*001|14854*46326*001|14953*61572*001|14967*58108*001|15010*60291*001|15110*64800*001|15304*51936*001
1606	14721*57960*001|14936*69867*001|14999*67856*001|15079*65525*001
2109	14849*53871*001|14956*30396*001|15013*55278*001|15091*31884*001|15331*58412*001
2612	14962*32128*001|15076*45252*001|15119*46800*001
3115	15039*62925*001
312	14435*56400*001|14467*29454*001|14689*41910*001|14858*63846*001|14875*44700*001|14975*69366*001|15044*29727*001|15262*47216*001|15335*41517*001
3618	15157*40089*001|15277*69232*001
4121	15241*55710*001|15312*43281*001|15337*41517*001|15368*64800*001
4624	15344*45900*001
815	14564*71995*001|14702*64980*001|14764*38568*001|14792*40796*001|14802*42750*001|14843*29727*001|15080*58620*001|15244*31050*001
82	14366*40800*001|14441*43920*001|14682*68400*001|14749*36000*001|14798*30704*001|14844*28218*001|14864*31050*001|14964*51180*001|14973*33860*001|14975*40788*001|14984*59232*001|15150*35835*001|15290*34112*001|15292*65304*001
1104	14613*28800*001|15133*63846*001|15224*35370*001
1607	14721*60300*001|14889*37962*001|14937*67740*001|14960*44252*001|15003*65104*001|15123*28800*001|15203*42520*001|15312*25641*001
2110	14849*55380*001|14875*40800*001|14960*40788*001|15313*39312*001
2613	14962*32994*001|15017*66975*001|15175*34112*001|15318*30492*001
3116	15039*71979*001|15091*43581*001|15353*38445*001
313	14435*72000*001|14506*46000*001|14557*58625*001|14823*39825*001|14968*39922*001|15065*26709*001|15213*68500*001
3619	15157*59232*001|15296*36900*001
4122	15241*67914*001
4625	15344*55800*001
816	14565*31885*001|14793*28125*001|14858*43506*001|14900*40800*001|15064*68961*001|15342*54900*001|15355*34030*001
